comment,upcount,usr_name,headurl,timepoint
啊啊啊啊我要pick王一博,35,🌻Jieking💛熙界,,7018
我小猪存在感呢,13,___PACKMAS,,7011
音乐什么名字,16,别,http://thirdqq.qlogo.cn/g?b=oidb&k=uNaGBKXKEQKodpEXE5kz8w&s=40,7012
请在座各位帮忙支持赵尧柯,9,神影,,7000
和这就是街舞里的刘也好像！！,10,🌝 不羁,http://thirdqq.qlogo.cn/g?b=oidb&k=oUQqHF6d2JdKGOFIZG22Uw&s=40,7000
为什么跟ycy比心里没数吗，实力倒一非她莫属啊,9,ଲ,,7011
没人发现 小七突然多了好多镜头吗 有意无意拍小七,29,勤学又好问的袁同学,http://thirdwx.qlogo.cn/mmopen/vi_32/wDficHnK4YJicdQ71aQBvkCEQsaZo5cuT64NajYZwexePSCcoUodxbGrwkPASLofMQdrIAsW4wFbC42HnITcpzyA/132,7004
ycy这种情况只能上去表演结巴,3,最亲的某某～,,7001
我觉得说欺负不行，因为cue一博跳舞是给他出境吸粉,21,Unicorn,,7011
那些说杨超越的是收钱了？,24,阿ken,,7002
朵儿豆子这俩人舞蹈绝对是在山支之上的,3,鱼　　            ,,7001
朵儿帅可爱！！！！！,6,留住。那刹那,,7005
为什么没有大娟的solo,34,咔紊,http://thirdqq.qlogo.cn/g?b=oidb&k=rEyF0t74zNadT3E6pyg5Cw&s=40,6992
整期最好看的地方,8,冼亚观,http://thirdqq.qlogo.cn/g?b=oidb&k=dkIVg81vXuVCrIn0X91n3A&s=40,7017
一博老师天天被调戏也是累哈哈哈哈哈哈,58,熊狐狸,http://thirdqq.qlogo.cn/g?b=oidb&k=T7FzzSHLg1mtpUIYkY1P5A&s=40,7007
她是一直想跳这种酷酷的舞,8,xi,http://thirdqq.qlogo.cn/g?b=oidb&k=Diceb2cneVQbefwqhdibhicug&s=40,6991
甜美的女生跳舞好帅,4,Sea,,6991
比吴宣仪不知道好了多少,1,韩梅梅,http://thirdwx.qlogo.cn/mmopen/vi_32/QyEvfD6W5LFhFLF3PIicexdtHsCyhLELqVDvESibnAwWRrmzKZP21K52VzBVf89sss10t1UeRviaJ6KibLE4681KHw/132,7000
王一博真的太帅了,24,后来,,7015
杨超越什么都不会，别人有颜有实力,1,过后只剩回忆,,7006
别黑超越了行吗？女团领哭担当不需要吗？,10,2482187901,,7002
6,4,Nightingale,http://thirdqq.qlogo.cn/g?b=oidb&k=cd0V60RWbHIqibTJt0MXS5Q&s=40,6995
方语方语方语方语方语方语方语方语我是你最忠诚粉丝⋯,15,开心每一天,http://thirdwx.qlogo.cn/mmopen/vi_32/Rtibjveiao97QTbyxbibvbGEhtVWcD3FxqzcaFMLacOuLQ5iaj7kibtmIqyBpx8q8GfcUcUyC7gPGjVu6frGMDR02ww/132,7013
杨超越出来随便说个笑话也行啊,4,淡草莓,,7017
高颖希炸飞了,6,盛世美颜,http://thirdqq.qlogo.cn/g?b=oidb&k=sj9H3NfzVeHQII44Yvs2fA&s=40,7002
我们的段总呢 段总呢,6,怪怪龙,http://thirdqq.qlogo.cn/g?b=oidb&k=eTYficsTEe15JeFHAppibpdQ&s=40,7019
ycy看到没，这才叫实力,15,🌴 觅,,6996
李子璇是美少女冠军。，朵儿是中国顶尖舞蹈天团，,8,懐かしい！,,7007
杨超越这辈子都跳不出来,9,网操้๊ั͡.,http://thirdqq.qlogo.cn/g?b=oidb&k=HcN2AUn1eBaOicsBYWdGQIA&s=40,6999
杨超越有村民，她们没有,26,我本迷糊,,7013
杨超越继续加油。,3,"SWAN SONG,",http://thirdqq.qlogo.cn/g?b=oidb&k=Ms1XRUoKVglZWnibMFsZjFQ&s=40,7007
杨超越真的是只有个长相，实力一点也没有！,3,取其精华，去其浮躁！,,7007
反正就喜欢杨超越 其她无感,4,宠ღ,,6996
谢谢ella老师cue一博！,42,🙃,,7014
不得不承认随便一个的才华都可以秒杀村花,7,宇宝,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eqicTBeKXfwcl02Rtia7JavsZvbJib1R9bAU2srcr0QANHU20TXWsy21aL1dEnHPLhZialLxkfHpPr2Zg/132,7004
他是快乐大本营明星出场的伴舞 SDT,8,ζั͡ޓއއއ๓′伍月丶,http://thirdqq.qlogo.cn/g?b=oidb&k=gbTB6xlDzZibIEIK5r22ANg&s=40,7014
说没实力的去百度下SDT再回来说话好么,2,你的体香  我已印在心底,,6994
我刚从王菊那段快进过来的,0,獨孤凱,http://thirdqq.qlogo.cn/g?b=oidb&k=cRLbFyGWiaAeNicfGtvw3SZw&s=40,7008
不喜欢超越吗？哈哈哈，我就去投她😌,6,[路人]☜🅥,,7013
应该叫你们的村花跳个或唱个啊。难道第二负责哭和傻笑,0,请叫我静静的静 ,,7002
朵儿真正的实力终于展现出来了，大家都看到了吗？,1,           余温,http://thirdwx.qlogo.cn/mmopen/vi_32/lm73SibjoAkU9iaGjzffWkeFZI9IkTCKibnRtotwBsfyQ3YDeSHle3wc3sBroNERrcQ6IWk6PiaRDsHq8eWvS7pdyw/132,6995
孟美岐和王一博是男女朋友,1,$$,http://thirdqq.qlogo.cn/g?b=oidb&k=ajvV28o04icGIUyvaIlTJEg&s=40,7006
ycy你不是很厉害吗，这种时候怎么不出风头的,0,Lolita.,http://thirdqq.qlogo.cn/g?b=oidb&k=fJ1z7ZEwzwKZaQJMsCbl3g&s=40,7008
朵儿，必须出道，拯救女团，不然女团全是女的粉丝,0,布罗利,,6997
我觉得王一博有点像吴亦凡,14,倚竹,http://thirdqq.qlogo.cn/g?b=oidb&k=OpbpnDtbgHACV3SPJ7lSLA&s=40,7013
一搏我有你跟美岐的合照哦,24,自知,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83erfcJlnXMPicedIxba1OepVge6eMicUlAeHicC6kr0mGFR0TKkPVbORJRoI0YrtvH2hXzxuM7j7UNJibg/132,7019
ella超会给队友挖坑……自己却常常不上,0,年轻人,,7008
帅,4,柚夏,http://thirdqq.qlogo.cn/g?b=oidb&k=Hltmxvib9Ys9Nnsfp7UQrWg&s=40,7013
罗志祥这一颤，是自然反应,0,764001922,,6997
王一博和黄晓明神似啊,0,,,6997
上一期就说要展现不同要整组都做改变我就知道这要来了,0,⁡,http://thirdqq.qlogo.cn/g?b=oidb&k=FoCwX7iaDuDsanoCVev9Diag&s=40,6992
下一位选手有请王一博老师,0,三七分,http://thirdqq.qlogo.cn/g?b=oidb&k=yUAR3L3y513mYUUtCcb4ug&s=40,6994
可以小可爱也可以耍帅还能很女人,0,←_←,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIIQm5hF2M5tzAFOIFGMkJ7wRFiazboueYpfEVrLPMDldL9kvam2rVECicZcH2j6BGdUwoIFh6ntTCg/132,6994
会跳舞的人多了，一定要有自己的特色,0,别闹i,http://thirdqq.qlogo.cn/g?b=oidb&k=SyJ9tpRnhoflgDLqbACT8Q&s=40,6992
超越啊 也要加油看人家的才艺 不能辜负我们送你进前三,0,见怪不怪,http://thirdqq.qlogo.cn/g?b=oidb&k=DhqlFs7APIQKWTBrzDzHGA&s=40,6995
这种很好  不表现 有些人估计都看不到她,0,？จุ๊บ 现女友,,6998
各位能别什么事都扯着杨超越嘛。我村花就是人气高。,2,桃酥茶籽🍼,,7012
身材有点瘦！确实看起来缺少些力度！目前有律动感的...,0,缘分天空,,6994
哈哈哈王一博在说：啊？又是我,0,厌敷衍 ,,6998
杨超越有拿的出手的么,0, Yum，   HaHa,http://thirdqq.qlogo.cn/g?b=oidb&k=KTKiaA8JsXZDPhFRhu7HdAw&s=40,6992
对不起，问一句 杨超越是谁,0,白首,,6998
喜欢脸啊人家就是长得好看不是吗,0,老公,,7004
不是针对ycy吧 在座的那一个不比她强？,0,Zhx,,7012
前一拍音乐没跟上  懂的都懂,1,            .,http://thirdqq.qlogo.cn/g?b=oidb&k=v22cTlYsgUX5KFYguS2l3A&s=40,6994
一博笑起来，有点像陈学冬,1,♪°小狮子♥,http://thirdqq.qlogo.cn/g?b=oidb&k=dYfB7Py8Ou8ySbatr9icjOg&s=40,7004
哇塞一跳舞像换了一个人 高颖浠了解一下,0,哦哟哟,,6993
朵儿超棒,263,乔风衍,http://thirdwx.qlogo.cn/mmopen/vi_32/ndH6VdOoIBwKb23w5m2lavCMUQYUdTUvFzRFWBmaNYeYefT7CW08L55FTialDWCiaiaZxDibfWafib6lGhJGEZY5Vsg/132,7040
高颖浠,321,乔风衍,http://thirdwx.qlogo.cn/mmopen/vi_32/ndH6VdOoIBwKb23w5m2lavCMUQYUdTUvFzRFWBmaNYeYefT7CW08L55FTialDWCiaiaZxDibfWafib6lGhJGEZY5Vsg/132,7044
pick李子璇李子璇李子璇李子璇,201,_SYD,http://thirdwx.qlogo.cn/mmopen/vi_32/7F4jpoBTvgia3uavrMK2cMO6kR6yWQjgFhIWbicda9nmtSHQetqPtwzLouImHwhHXWcfey1ZuISWPxB1FC7uQ4rQ/132,7037
又要水一期，空降到这,180,秋酿,http://thirdqq.qlogo.cn/g?b=oidb&k=t6raoDsLd879icicMXGIRMicg&s=40,7025
果然最喜欢王一博跳舞了！！！,768,一朵花,,7035
段奥娟那一段呢( •̥́ ˍ •̀ू ),306,🇨🇳,,7037
一博这期造型走的黑人风格 好酷,461,半黎,http://thirdqq.qlogo.cn/g?b=oidb&k=VMJdI4WoFxQgxVYiaFFpM2Q&s=40,7038
段总那段 直接进 优享版了！,264,下个路口见,http://thirdqq.qlogo.cn/g?b=oidb&k=7s5SbKyFkxv9yQMDVtRqBQ&s=40,7049
为毛没有吴宣仪和山支大哥的表演,308,总有刁民想要杀朕,,7045
你可以去参加这就是街舞了,713,微笑丶纯属礼貌,http://thirdqq.qlogo.cn/g?b=oidb&k=5fFSxfntEwmkicuPQic5AOzw&s=40,7023
朵儿跳舞确实牛逼希望进11,366,Romantic,http://thirdqq.qlogo.cn/g?b=oidb&k=TGMTMQG9SvfgyOLKorLMiag&s=40,7038
王一博跳舞没的说,576,于赛,http://thirdqq.qlogo.cn/g?b=oidb&k=icBgXwHE7ziamlExsRytrAdA&s=40,7032
这种时候张超越只能傻笑,403,黄尧,,7030
王一博！王一博！王一博！帅炸了！！,571,牛牛保你大,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTItpibAyxjro6nTOag86EAWzE2Sj9eB0hHZw2f4GDwPEkHS9WHdh68vCa8qIKyScaRzleB6hycEsWg/132,7031
wink~~~~~高颖浠朵儿么么哒~,534,ωǒ慕斯&杯,,7036
王一博 炸了,567,Ronny,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLgISq3wICib9icsstJ8ZNwCwbMop9cfRde42hXJgEtuDkWDD3wh7FNSZq7TDicPnNQBBMhuLVV1XvmA/132,7041
我觉得没有谁故意黑杨超越，大家不过是实话而已,523,棘荆鸟,,7034
我们想看的是实力女团，不要让一个人拉低了一个队,245,乐缘,http://thirdqq.qlogo.cn/g?b=oidb&k=OvXhZGkOntPibibjqap8CoxA&s=40,7024
心疼超越，没有初始条件,160,               她的王,http://thirdqq.qlogo.cn/g?b=oidb&k=U74bRrRbJnmh0MP6RkWvBg&s=40,7034
帮唱下期？,18,洒脱,,7046
一博老师太帅了，真的爱上了,573,　王三十一十二,http://thirdqq.qlogo.cn/g?b=oidb&k=ibricqZRCjIpVypFuUHG77Aw&s=40,7027
王一博跳舞是真的是厉害啊,582,Sakura,,7039
你们一直提到杨超越，证明她就是一个独特存在,114,犀利高,,7042
王一博长的好像黄晓明啊笑都很像,296,难舍难分,http://thirdqq.qlogo.cn/g?b=oidb&k=OCDSu7lO9osQJjaic8AbLXg&s=40,7021
我喜欢舞蹈，王一博厉害！,347,Silent丶夕颜,http://thirdqq.qlogo.cn/g?b=oidb&k=ibPj8ok4RIXewBJUZE5W72w&s=40,7031
村花不是第二名吗来一个啊，呵,177,我们ぃ,http://thirdqq.qlogo.cn/g?b=oidb&k=LaC1KzamX01BWHzG0THOsw&s=40,7021
你是没见过豆子跳帅的吧，比朵儿好多了,42,🍧,http://thirdqq.qlogo.cn/g?b=oidb&k=epnrr8cdq5UysKgjMfBrYg&s=40,7031
ycy，任何家的粉丝都可以酸,115,微皎,,7021
厉害啊一搏,222,外面风大,,7027
王一博和杨超越衣服同一个颜色,128,Ailice,,7046
朵儿真的好棒啊！！！,330,逆光,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLeWWgPKQpacc7md6PkHdGfTYwg0M6ibgE4mQck95gs34CYDupeQRcAicwlibP6mFyXdDkAYSVfd6n9A/132,7048
啊好帅啊,88,luouo,http://thirdqq.qlogo.cn/g?b=oidb&k=FCuX5WySiaqK1lWlbzdXGUQ&s=40,7032
反复看了好多遍王一博跳舞,80,惊鸿一瞥,,7044
还是喜欢张艺兴 白敬亭,70,Sunset 。,,7037
所以，杨超越有啥给我们表演的？？？,83,南希南希,,7025
村花怎么不敢上呢 你可是第二,315,。,http://thirdqq.qlogo.cn/g?b=oidb&k=4slsMG4VqyqwqzjSLyVvuA&s=40,7043
惊掉下巴啦，太帅了,175,`  Chloe C,http://thirdqq.qlogo.cn/g?b=oidb&k=h6B4Oh9cz6pYSy2zdhaCHw&s=40,7029
说ycy的你倒是把你支持的投上去啊,37,Akatsuki欣,http://thirdwx.qlogo.cn/mmopen/vi_32/Yua3ttBEwNe7hmrvFozxHZDUzul6SWmbXptKdiaJHKeLNKwWy98C1kFiakoxy3Cz6Hf9v9bD0WsjTibzvyvuiajtLA/132,7031
有没有人和她说过其实她跳的并不好,37,✨月亮✨,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eotIryU74y2WdWPemwCz9zYwb4DlDjue1WX9LwYV4Enju1oBaXoklcsicCF3TTthjQO3yrOKWVQQAw/132,7044
wow，王一博舞蹈确实没的说啊,152,空,http://thirdqq.qlogo.cn/g?b=oidb&k=eDmzqPlok43581FZc3myGA&s=40,7025
这腿是正常人的吗……,329,归渊.,http://thirdwx.qlogo.cn/mmopen/vi_32/DV0icLCZm3C8sibMYPW69cwSw1954q3qj7JOBicB5c7SxPIyMsiaTHicG8vchd7T9MZgC2lNUkic2jXJTonkOuicGB32A/132,7025
王一博是真的不错,217,Melting_Cherry🍒,http://thirdwx.qlogo.cn/mmopen/vi_32/F51YDAJGpOu65OjBgJcvFQaCibzxNCPoZvwMIMdshOtfkZO8oKXQBOGfjLDGqiaa2zgVoMNbLZ9INqf0iboY5j1TQ/132,7036
让村花来一个才艺展示！,84,大豆蛋白,http://thirdqq.qlogo.cn/g?b=oidb&k=0W7LbAegOmjPPtu48JF90w&s=40,7028
这女的真烦,114,奶味少女,http://thirdqq.qlogo.cn/g?b=oidb&k=YqbXmbRbN7R3xuZCkfFt7g&s=40,7041
这么爱表现啊 老师没跳完呢,60,愿你眉眼如初,,7042
杨超越赶紧上去哭啊,150,',,7033
请你们把有实力的投进前11吧,189,AA,http://thirdqq.qlogo.cn/g?b=oidb&k=gR7tI5mia4HatmdyNPicbfJg&s=40,7028
疯狂pick王一博,148,我梁冀山,,7030
以前挺看不惯他在天天向上的，这节目改观了,54,木易,,7041
王一博实力妥妥的 炸了炸了阿,144,吴聊  .,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJl7BafpMnpvr2Z9txywicNs37ywfFDpk7ziaCSp82iaA8sNZBiaFpoJ4Mt4SvPaVpFwoEbvs5rQobq2g/132,7032
大娟为什么镜头这么少，因为没有大公司撑腰吗？,77,提拉米苏,,7023
天天向上不适合王一博,91,刘金鹏,,7041
一博好帅啊，卡点好准！果然专业哦！！！,131,Eudora,,7045
为了大娟看这个  结果剪了,16,欢欢家🏃,,7037
这俩人一个YG受训一个SDT，非常牛了,107,Sylveon,,7039
很聪明为自己争取镜头，但莫名的不太喜欢了,185,小怪兽 ☀,,7040
王一博舞蹈功底太好了,200,/ty AIR /fw,http://thirdqq.qlogo.cn/g?b=oidb&k=fpxngFp0CmQwxsS9sZKOow&s=40,7031
任何时候都要带我们村花吗。我们任何时候都爱村花,17,捣哈鼓,http://thirdqq.qlogo.cn/g?b=oidb&k=zLBkUSP5L3Ltrmjq5gCDNA&s=40,7033
帅的都不想开弹幕了,69,HHHHHH,,7046
一博是跳hippop的 尤其擅长freestyle,187,半黎,http://thirdqq.qlogo.cn/g?b=oidb&k=VMJdI4WoFxQgxVYiaFFpM2Q&s=40,7043
超越哭我也爱看的,46,浮躁,,7036
欢迎收看热血街舞团,11,搁浅丶,,7037
想看大娟那段，居然被剪掉了😭,68,Teliy🙉,,7026
高颖浠跳的太平常了，为刷存在感也是拼了,99,小布,http://thirdqq.qlogo.cn/g?b=oidb&k=ibsa9U38zcxQYIqSwcp8zxw&s=40,7043
一搏，学习街舞五年,146,脂肪肝儿成精啦啦啦啦！,,7026
吴宣仪也没实力好不。。也是看脸,75,翁涛加,,7020
卡点小王子已上线,45,.,http://thirdqq.qlogo.cn/g?b=oidb&k=KabM4gDuM97t630GVRP1Jg&s=40,7029
王一博一跳舞真的太6了,499,...,,7049
舞蹈功底是真的厉害！！,112,〆 奋斗吧、小青年°,http://thirdqq.qlogo.cn/g?b=oidb&k=bXKY74HkzGhU9ickcAXzdng&s=40,7021
王一博这么帅的啊,46,(]^ω^[)喵,http://thirdqq.qlogo.cn/g?b=oidb&k=ibp4ZCKeVliaCadicAcrpsTVQ&s=40,7038
就是无理由喜欢超越,49,Timo,,7023
想起那个娘一个给她们看,6,zhou.M,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83epRhPJqVicWXwz4xdiaB7zCNZbVqumpdok2dWiaRLLhmEx1T6CvCFzkBXa1DwRRibmtMTvfxmF5Y21mBQ/132,7025
王一博太帅了,131,Viruses.,,7049
山支大哥可以尬舞,26,Kidteen,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJIlibI9KgLNj3aEA9ic6z97ao3aXaCHiaGeicNNnwm10HkVgvNkNwOicv75Nf74zlxU2dBpeAwnia2U0KA/132,7049
每天都要表白一下王一博,39,八面玲珑,,7034
留下的任何一个实力都可以秒杀杨超越,25,一秀美妆形象设计师~陈陈,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83epEsjoeIBaOY4YhUhUhnMUFjwL0PEjVuII2BWGSKicOOzviaic6nSrozUhoobEe9VoRFJahAoseS5ArQ/132,7027
一搏这控制力流弊,68,海冰,http://thirdqq.qlogo.cn/g?b=oidb&k=0bUsA6HciaqkyMrpdg4D7sg&s=40,7049
人家的初始条件不是大风刮来的啊人家也是练出来的啊，村姑粉脑,1,青雀,http://thirdqq.qlogo.cn/g?b=oidb&k=toGuvxpCaSWiaDj4HVmyiaeQ&s=40,7041
豆子为什么这么低调...想看豆子展现一波,9,Deer boyfriend,,7027
美岐站在一博老师旁边会觉得好配的哈哈~,25,/bp荆门电台抗麻袋希女王,http://thirdqq.qlogo.cn/g?b=oidb&k=8gt3aZ4GA1S1BRo6KkibiaBw&s=40,7046
王一博真的厉害,162,Ⅰ Ⅷ,http://thirdqq.qlogo.cn/g?b=oidb&k=LaDtiap8fbPVTvlK8UmVt5g&s=40,7048
好帅！,71,苏幕遮,,7020
陈芳语加油。实力超棒，大家帮她顶上去,9,①辈子ヴ守護,http://thirdqq.qlogo.cn/g?b=oidb&k=mYXFiaFPDzrliatGhAncnK8Q&s=40,7036
这女的真是不要脸，人家跳的好好的你跑上来干啥,26,慵 :,,7039
pick王一博的带我一个！,68,柔杀の邪权  玉如意,http://thirdqq.qlogo.cn/g?b=oidb&k=AAlBibianOFCVVP1I3UNoFfA&s=40,7023
第二名上去给大家露一手啊,21,AAAAA浩霖,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eopibicYcibaNGZkGkCvxw65Xcic7QdAJDIQibLIF9fkgTYaMic9KRETtj5BB12P8AibutLvxbA6RuP36EzA/132,7032
'这个女的开始表现自己给自己抢镜头了，有小心机了,7,济南邦奥 王庆振,,7034
我去，好强,12,尚品坊银座和谐店（杨潇）,,7030
说杨超越没才艺的，你有本事去试试你的才艺,3,一＂升〃,,7039
我先抱走王一博了,17,你神经病啊,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIo8FJ700ibiaicGnjUj3EbjrL6wszgPVAHzpRaS2mZOWTZAdtSYxuNX14ianhXFe0n9ey83ppeTnqCsw/132,7026
黑吴宣仪没实力的，麻烦去了解一下踩点再来黑，谢谢,0,Illidan.  Stormrage,http://thirdqq.qlogo.cn/g?b=oidb&k=MRXC991H5nJFB4AnVdmicibQ&s=40,7039
村花第二名也来一个啊,12,就是马天宇了,,7036
连看三遍！！！！pick一下王一博吧！主舞担当！,26,佳妮,http://thirdwx.qlogo.cn/mmopen/vi_32/j2XrZicPh6Xc3ZC3KFvyuAmXguUXFNGhic8KUQ4ib9AWD7dCF1via1WZ2OUfXHRo4lOPYINHNiaGb3EQhbyvNoYz5kA/132,7030
这还是腿吗,39,杀手不太冷,,7028
豆子太低调了，都不跳个帅气的舞,44,Makeup  🍒瑶🍒,,7047
村民，你们是造就不公平社会的起因,29,星大叔！,,7024
预告里不是有段奥娟么。骗人？,1,张张张大方,http://thirdqq.qlogo.cn/g?b=oidb&k=O5rcO9DcRxAcjANicEegphQ&s=40,7032
王一博！！帅！,29,宠溺,,7023
王一博太爱你了,32,CHAN STAR HJ,,7030
啥都不说了，让杨超越现在出来跳个舞或唱个歌，,19,王嘉尔小哥哥,,7024
我希望她能在11个人当中，路人之见,8,低调,http://thirdwx.qlogo.cn/mmopen/vi_32/XIWmaibRNwXt5NCTJDyWmiabeLobE8obzVqjLAhqqfibjR1cR5QM3wW0f1ibDNSnlyrpoyMXYk1ax9VS8WyibicPKj8A/132,7021
请问杨超越的才艺就是尬哭嘛,14,竹蓓协,,7024
王一博是真的厉害,66,弎年,,7043
一博真的太帅了吧,15,blank.,,7026
朵儿这一段我看了快100遍了,24,西洲,,7045
为什么我看有点恐怖d(ŐдŐ๑),5,巴黎夜雨🍀,http://thirdwx.qlogo.cn/mmopen/vi_32/J4BhBS7QXLyxDz33eD4DRnow6CicGJA3eqSwglxaE8LTmp7FuQhp2A3Rwg8OyA4vthLbLd2hJz0rItHmBflVXrw/132,7020
老师，我想学舞蹈。,18,一块钱的大大,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTJKXB9PQl0Cia1vn5GFBswUe7E1g0oiaedrk8mFW4c53KpnYUlLOsxOz9eKKpoHR3Blo5S598MqgXCQ/132,7042
哇！王一博这段真的圈粉我！,7,ⓩ°脱线╮,,7026
王一博舞蹈是Bigbang编舞教的,51,我好看不จุ๊บ,http://thirdwx.qlogo.cn/mmopen/vi_32/w0jhOn6GbqKicjYNU7E7IOI9Aytbj2lGnF1jPLTicLW7hhm3uU1YSvD6ffPlRHC1C3pnAicnicGJMjfaAZGcL6jHbA/132,7022
一博帅爆了，颜高实力没在怕,56,seeek  U  ✿,http://thirdqq.qlogo.cn/g?b=oidb&k=B7xuMsNmYZNNuk5VuPHhRA&s=40,7020
突然觉得高颖溪怎么有点心机,1,huj,,7042
记住，也小伙子是我河南的,7,TiAmo,,7029
不好意思我支持美岐但我没投过票 不投票 也会实至名归,0,文生,,7046
杨超越缺少基础培训而已。,0,老衲法号：亂來,,7044
王一博真他喵的帅,2,你就是一玩笑,http://thirdqq.qlogo.cn/g?b=oidb&k=reGjcALdHZ8pVSVIm4ENzw&s=40,7043
哇说杨超越的我都点赞了,4,のBaby 💋,http://thirdqq.qlogo.cn/g?b=oidb&k=JiaCMFFaPibtMeSibMsBO5GNg&s=40,7024
为什么没有大月娟,2,静海,,7033
.ella真的好会主持又会找梗，又会给评委找话题,0,阿前,,7040
王一博是天天向上里面的主持人吗？。,0,꧁教₩兽꧂,http://thirdqq.qlogo.cn/g?b=oidb&k=duuJjeLdniaSIEibyAalyykw&s=40,7047
所以第二名不出来展示一下啊？？？？？,0,一切随风,http://thirdqq.qlogo.cn/g?b=oidb&k=IwL8rx5OcFxx0ypymtRVNw&s=40,7035
舞王都没说话，你们别叫了,0,终身美丽,http://thirdqq.qlogo.cn/g?b=oidb&k=whHIdFwyic0RpWXk3Uoa6tQ&s=40,7029
有没有人觉得高颖浠长得跟邢昭林特别像,1,对手,http://thirdqq.qlogo.cn/g?b=oidb&k=OJ8kum0IPOUZW7sAibIOaUg&s=40,7029
没办法，赛制就是投票高排名高,0,末若,,7048
杨超越有什么?展现出来啊,0,青春,,7020
小七王菊是聪明有悟性的，这个表演舞蹈唱歌你就输了,0,Going With Yu,http://thirdqq.qlogo.cn/g?b=oidb&k=XnEicfjobhmQbwDU65JKNIg&s=40,7042
闭眼吹真的很可怕了,0,7,http://thirdqq.qlogo.cn/g?b=oidb&k=JUj4tjial3jDFX3sIEOUKcQ&s=40,7048
罗志祥已经不行了,0,一意,http://thirdqq.qlogo.cn/g?b=oidb&k=T4InZicGnSTcE6QsICsjoyw&s=40,7048
王一博舞蹈超厉害,0,Hillary,http://thirdqq.qlogo.cn/g?b=oidb&k=7VQpU4HE7XZ0T4HULfl0Jg&s=40,7045
记得pick一下一博老师哦,0,三七分,http://thirdqq.qlogo.cn/g?b=oidb&k=yUAR3L3y513mYUUtCcb4ug&s=40,7040
王一博实力的确不如程潇难怪没她火,0,吴生,,7027
但人家就是这么讨人喜欢。超越,0,真的累了。,,7022
讨厌101女孩，一劲撩王一博,7,琅颈,http://thirdqq.qlogo.cn/g?b=oidb&k=EEjoZpZmuldPsNLbkl5djA&s=40,7022
王一博卡点王子，张艺兴人体节拍器,0,底线,,7045
王一博帅,1,风吹、少女心゜,http://thirdqq.qlogo.cn/g?b=oidb&k=njw2PAgfrXj9jj8Caw9JEg&s=40,7038
毕竟杨超越除了脸不是垫底，其他都是垫底,1,蓝的蓝的蓝丶丶丶,http://thirdqq.qlogo.cn/g?b=oidb&k=fd2sAlnFd74QpYQjtDXV5w&s=40,7022
男人的帅是阳刚气质，力挽狂澜。普京那种,0,木易,,7033
舞蹈功底厉害，但是不帅,0,妮可,,7033
王一博你这样撩我不好！！！,1,ARLOM,,7028
一博那个耳朵会不会很重啊,3,6梨,http://thirdqq.qlogo.cn/g?b=oidb&k=vKQhGjXPicMBkWXLuv20J7A&s=40,7022
我们超越不用表演也一样出道，让她们珍惜最后表现的...,0,りゅうけいふん,,7034
在别人跳舞的时候还要扯杨超越，黑子的素质是有多低？,1,D.Feng,,7038
厉害了，我的一博,0,薛定谔的喵,,7047
ycy这个时候应该感动到哭啊，这么好看,0,你。,,7044
跟陶渊明比菊姐本身就没那么搞笑了陶渊明太有才华,0,杜发萍,,7035
等下看胡彦斌羡慕的眼神,0,米粒💋,,7040
比那些天天吹舞蹈的偶像好多了,0,闫,,7035
大娟的表演呢,314,小神仙💫,http://thirdqq.qlogo.cn/g?b=oidb&k=sHmKgfhaaG0KyFIxprmZqw&s=40,7055
越看越喜欢黄子韬 今天起对他完全转粉,348,Keiko.,http://thirdwx.qlogo.cn/mmopen/vi_32/rB05tlHztMT7oe3zdeqNYuziaicqQEfwWCuvYYNza3oN1VQWIAOZsEiaTQaZ5hm6iaSlM5vxYjQxV7dpR9xO8FH06Q/132,7073
韬韬韬,158,☞星(๑• . •๑)   鸾☜,http://thirdqq.qlogo.cn/g?b=oidb&k=VhnDMrEJCVsncAbF5Ficb0w&s=40,7076
子韬帅啊,246,曹然.,http://thirdqq.qlogo.cn/g?b=oidb&k=J5fdgbia7lHJCibIRb0aHWicw&s=40,7068
王一博帅啊,945,康七七,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTIicaA0KqZVXNMWzkOHWS1Yib2FmgzhsR0ucaEONgnFnx5xE6nhsmoyLMOuW5vDvAR1h3kvF5YVyOnA/132,7055
